CUSTOMER_NUMBER,LATEST_CREDITCARD_COUNT,LATEST_DEBITCARD_COUNT,HAS_CREDITCARD_OBS,HAS_DEBITCARD_OBS,CARD_ACTIVE_MONTHS,MAX_HIST_CREDITCARD,MAX_HIST_DEBITCARD,CREDITCARD_GROWTH,DEBITCARD_GROWTH
6404,0,1,0,1,9,0,1,0,0
6431,0,1,0,1,9,0,1,0,0
6439,0,1,0,1,1,0,1,0,0
6446,0,1,0,1,6,0,1,0,0
6458,1,0,1,0,5,1,0,0,0
6472,0,1,0,1,2,0,1,0,0
6487,0,1,0,1,2,0,1,0,0
6488,0,1,0,1,3,0,1,0,0
6489,0,1,0,1,9,0,1,0,0
6493,0,1,0,1,7,0,1,0,0
6501,0,1,0,1,6,0,1,0,0
6518,1,0,1,0,6,1,0,0,0
6520,0,1,0,1,6,0,1,0,0
6549,0,1,0,1,5,0,1,0,0
6557,0,1,0,1,2,0,1,0,0
6563,0,1,0,1,1,0,1,0,0
6566,0,1,0,1,5,0,1,0,0
6568,0,1,0,1,3,0,1,0,0
6599,0,1,0,1,6,0,1,0,0
6611,0,1,0,1,4,0,1,0,0
6612,1,0,1,0,6,1,0,0,0
6619,0,1,0,1,4,0,1,0,0
6637,0,1,0,1,8,0,1,0,0
6645,0,2,0,1,5,0,2,0,1
6653,0,1,0,1,3,0,1,0,0
6654,0,1,0,1,3,0,1,0,0
6689,0,1,0,1,1,0,1,0,0
6698,1,0,1,0,2,1,0,0,0
6701,0,1,0,1,1,0,1,0,0
6707,0,1,0,1,3,0,1,0,0
6712,0,1,0,1,9,0,1,0,0
6738,0,1,0,1,2,0,1,0,0
6759,0,1,0,1,4,0,1,0,0
6769,1,0,1,0,1,1,0,0,0
6777,0,1,0,1,6,0,1,0,0
6779,0,2,0,1,3,0,2,0,1
6781,0,1,0,1,2,0,1,0,0
6789,1,0,1,0,4,1,0,0,0
6790,0,1,0,1,7,0,1,0,0
6797,0,1,0,1,3,0,1,0,0
6798,1,0,1,0,6,1,0,0,0
6799,0,1,0,1,1,0,1,0,0
6800,0,2,0,1,7,0,2,0,1
6804,0,1,0,1,2,0,1,0,0
6806,1,0,1,0,2,1,0,0,0
6811,0,1,0,1,5,0,1,0,0
6837,0,1,0,1,6,0,1,0,0
6838,0,1,0,1,5,0,1,0,0
6845,0,1,0,1,7,0,1,0,0
6848,0,1,0,1,3,0,1,0,0
6861,0,1,0,1,1,0,1,0,0
6887,0,1,0,1,6,0,1,0,0
6895,0,1,0,1,7,0,1,0,0
6924,0,1,0,1,6,0,1,0,0
6931,0,1,0,1,7,0,1,0,0
6939,1,0,1,0,5,1,0,0,0
6943,0,1,0,1,3,0,1,0,0
6965,0,1,0,1,5,0,1,0,0
6969,0,1,0,1,1,0,1,0,0
6971,0,1,0,1,7,0,1,0,0
6972,0,1,0,1,4,0,1,0,0
6977,0,1,0,1,1,0,1,0,0
6978,1,0,1,0,6,1,0,0,0
6987,0,1,0,1,1,0,1,0,0
6988,1,0,1,0,2,1,0,0,0
6992,0,1,0,1,2,0,1,0,0
6995,0,1,0,1,3,0,1,0,0
7005,0,1,0,1,7,0,1,0,0
7009,1,0,1,0,3,1,0,0,0
7012,0,1,0,1,4,0,1,0,0
7016,1,0,1,0,7,1,0,0,0
7023,1,0,1,0,4,1,0,0,0
7038,0,1,0,1,7,0,1,0,0
7061,0,1,0,1,2,0,1,0,0
7074,0,1,0,1,3,0,1,0,0
7082,0,1,0,1,7,0,1,0,0
7083,0,1,0,1,3,0,1,0,0
7090,0,1,0,1,1,0,1,0,0
7103,0,1,0,1,5,0,1,0,0
7105,0,1,0,1,1,0,1,0,0
7109,0,1,0,1,4,0,1,0,0
7133,1,0,1,0,2,1,0,0,0
7155,0,1,0,1,4,0,1,0,0
7179,0,1,0,1,1,0,1,0,0
7181,0,1,0,1,1,0,1,0,0
7196,0,1,0,1,4,0,1,0,0
7202,0,1,0,1,6,0,1,0,0
7208,0,1,0,1,1,0,1,0,0
7209,1,0,1,0,1,1,0,0,0
7213,0,1,0,1,8,0,1,0,0
7228,4,0,1,0,5,4,0,2,0
7230,1,0,1,0,6,1,0,0,0
7235,0,1,0,1,6,0,1,0,0
7252,0,2,0,1,5,0,2,0,1
7261,1,0,1,0,7,1,0,0,0
7266,0,1,0,1,9,0,1,0,0
7291,1,0,1,0,1,1,0,0,0
7303,0,1,0,1,8,0,1,0,0
7330,0,1,0,1,3,0,1,0,0
7347,1,0,1,0,2,1,0,0,0
7351,0,1,0,1,1,0,1,0,0
7356,0,1,0,1,8,0,1,0,0
7382,0,1,0,1,1,0,1,0,0
7392,1,0,1,0,5,1,0,0,0
7410,0,1,0,1,3,0,1,0,0
7417,0,1,0,1,5,0,1,0,0
7449,0,1,0,1,1,0,1,0,0
7457,0,1,0,1,1,0,1,0,0
7464,0,1,0,1,1,0,1,0,0
7470,0,1,0,1,4,0,1,0,0
7476,0,1,0,1,7,0,1,0,0
7491,0,2,0,1,4,0,2,0,1
7503,0,1,0,1,3,0,1,0,0
7520,0,1,0,1,2,0,1,0,0
7540,1,0,1,0,9,1,0,0,0
7544,0,1,0,1,4,0,1,0,0
7561,0,1,0,1,5,0,1,0,0
7565,0,1,0,1,7,0,1,0,0
7569,1,0,1,0,7,1,0,0,0
7574,1,0,1,0,5,1,0,0,0
7579,1,0,1,0,1,1,0,0,0
7592,0,1,0,1,1,0,1,0,0
7599,0,1,0,1,7,0,1,0,0
7603,0,1,0,1,2,0,1,0,0
7643,0,1,0,1,3,0,1,0,0
7650,1,0,1,0,3,1,0,0,0
7653,0,4,0,1,8,0,4,0,2
7655,0,1,0,1,2,0,1,0,0
7670,0,1,0,1,3,0,1,0,0
7671,1,0,1,0,9,1,0,0,0
7677,0,1,0,1,2,0,1,0,0
7679,0,1,0,1,2,0,1,0,0
7681,0,1,0,1,1,0,1,0,0
7688,0,1,0,1,4,0,1,0,0
7691,1,0,1,0,6,1,0,0,0
7693,0,1,0,1,9,0,1,0,0
7697,0,1,0,1,6,0,1,0,0
7702,0,1,0,1,5,0,1,0,0
7703,0,1,0,1,2,0,1,0,0
7740,0,1,0,1,2,0,1,0,0
7748,0,1,0,1,2,0,1,0,0
7755,1,0,1,0,7,1,0,0,0
7765,1,0,1,0,7,1,0,0,0
7797,0,2,0,1,2,0,2,0,0
7804,0,1,0,1,1,0,1,0,0
7807,1,0,1,0,5,1,0,0,0
7808,0,1,0,1,3,0,1,0,0
7840,0,1,0,1,3,0,1,0,0
7844,0,1,0,1,1,0,1,0,0
7847,0,1,0,1,9,0,1,0,0
7876,1,1,1,1,9,1,1,1,0
7880,1,0,1,0,4,1,0,0,0
7888,0,1,0,1,7,0,1,0,0
7891,0,1,0,1,1,0,1,0,0
7911,1,0,1,0,3,1,0,0,0
7913,0,1,0,1,9,0,1,0,0
7916,1,0,1,0,1,1,0,0,0
7917,0,1,0,1,5,0,1,0,0
7920,0,1,0,1,6,0,1,0,0
7946,1,0,1,0,9,1,0,0,0
7960,0,1,0,1,7,0,1,0,0
7972,1,0,1,0,1,1,0,0,0
7984,0,1,0,1,7,0,1,0,0
8002,0,1,0,1,1,0,1,0,0
8015,2,0,1,0,2,2,0,0,0
8028,0,1,0,1,5,0,1,0,0
8052,1,0,1,0,6,1,0,0,0
8053,0,1,0,1,3,0,1,0,0
8058,0,1,0,1,5,0,1,0,0
8059,0,2,0,1,9,0,2,0,1
8082,0,1,0,1,8,0,1,0,0
8135,0,1,0,1,7,0,1,0,0
8141,0,1,0,1,2,0,1,0,0
8142,0,1,0,1,3,0,1,0,0
8144,0,1,0,1,5,0,1,0,0
8146,0,1,0,1,7,0,1,0,0
8167,0,1,0,1,6,0,1,0,0
8169,1,0,1,0,7,1,0,0,0
8184,1,0,1,0,9,1,0,0,0
8228,0,1,0,1,1,0,1,0,0
8230,1,0,1,0,1,1,0,0,0
8238,0,1,0,1,6,0,1,0,0
8255,0,1,0,1,5,0,1,0,0
8256,0,1,0,1,8,0,1,0,0
8258,0,2,0,1,1,0,2,0,0
8266,0,1,0,1,5,0,1,0,0
8302,0,1,0,1,4,0,1,0,0
8303,0,1,0,1,6,0,1,0,0
8317,0,1,0,1,7,0,1,0,0
8328,0,2,0,1,6,0,2,0,1
8331,0,1,0,1,6,0,1,0,0
8335,0,1,0,1,3,0,1,0,0
8336,0,1,0,1,4,0,1,0,0
8345,0,1,0,1,1,0,1,0,0
8369,0,1,0,1,6,0,1,0,0
8372,1,0,1,0,9,1,0,0,0
8376,1,0,1,0,4,1,0,0,0
8379,1,0,1,0,6,1,0,0,0
8391,0,1,0,1,7,0,1,0,0
8408,0,1,0,1,5,0,1,0,0
8452,1,0,1,0,9,1,0,0,0
8459,0,1,0,1,7,0,1,0,0
8464,0,1,0,1,1,0,1,0,0
8476,0,1,0,1,1,0,1,0,0
8478,0,1,0,1,1,0,1,0,0
8504,0,1,0,1,2,0,1,0,0
8517,0,1,0,1,8,0,1,0,0
8520,0,1,0,1,3,0,1,0,0
8531,0,1,0,1,2,0,1,0,0
8541,1,0,1,0,2,1,0,0,0
8545,1,0,1,0,3,1,0,0,0
8549,1,0,1,0,2,1,0,0,0
8552,0,1,0,1,1,0,1,0,0
8556,0,1,0,1,4,0,1,0,0
8566,0,1,0,1,9,0,1,0,0
8577,1,0,1,0,2,1,0,0,0
8593,0,1,0,1,1,0,1,0,0
8602,0,1,0,1,7,0,1,0,0
8610,0,1,0,1,4,0,1,0,0
8621,0,1,0,1,7,0,1,0,0
8622,2,1,1,1,4,2,1,1,1
8635,1,0,1,0,2,1,0,0,0
8638,0,1,0,1,4,0,1,0,0
8642,0,1,0,1,2,0,1,0,0
8645,0,1,0,1,2,0,1,0,0
8663,0,1,0,1,6,0,1,0,0
8664,0,1,0,1,3,0,1,0,0
8666,0,1,0,1,1,0,1,0,0
8680,2,0,1,0,9,2,0,0,0
8683,1,0,1,0,1,1,0,0,0
8699,1,0,1,0,5,1,0,0,0
8701,0,1,0,1,3,0,1,0,0
8716,0,1,0,1,7,0,1,0,0
8717,1,0,1,0,6,1,0,0,0
8734,0,1,0,1,4,0,1,0,0
8762,0,1,0,1,7,0,1,0,0
8780,1,0,1,0,3,1,0,0,0
8794,0,1,0,1,6,0,1,0,0
8795,0,1,0,1,5,0,1,0,0
8805,0,1,0,1,4,0,1,0,0
8821,0,1,0,1,2,0,1,0,0
8828,0,1,0,1,6,0,1,0,0
8855,0,1,0,1,3,0,1,0,0
8860,1,0,1,0,2,1,0,0,0
8863,1,0,1,0,6,1,0,0,0
8886,0,1,0,1,2,0,1,0,0
8890,0,1,0,1,8,0,1,0,0
8897,0,1,0,1,2,0,1,0,0
8903,0,1,0,1,7,0,1,0,0
8910,0,1,0,1,6,0,1,0,0
8915,1,0,1,0,2,1,0,0,0
8918,1,0,1,0,9,1,0,0,0
8921,0,1,0,1,6,0,1,0,0
8936,0,1,0,1,4,0,1,0,0
8944,0,1,0,1,7,0,1,0,0
8968,0,1,0,1,6,0,1,0,0
8971,1,0,1,0,5,1,0,0,0
8973,0,1,0,1,2,0,1,0,0
8979,1,0,1,0,2,1,0,0,0
8981,0,1,0,1,6,0,1,0,0
8994,0,1,0,1,2,0,1,0,0
9003,0,1,0,1,1,0,1,0,0
9008,0,1,0,1,6,0,1,0,0
9014,1,0,1,0,5,1,0,0,0
9022,0,1,0,1,9,0,1,0,0
9024,0,1,0,1,5,0,1,0,0
9032,0,1,0,1,1,0,1,0,0
9035,1,0,1,0,4,1,0,0,0
9037,0,1,0,1,1,0,1,0,0
9039,0,1,0,1,4,0,1,0,0
9040,0,1,0,1,1,0,1,0,0
9064,0,1,0,1,2,0,1,0,0
9067,1,0,1,0,2,1,0,0,0
9079,1,0,1,0,9,1,0,0,0
9089,0,1,0,1,7,0,1,0,0
9093,0,1,0,1,1,0,1,0,0
9100,0,1,0,1,7,0,1,0,0
9107,0,2,0,1,1,0,2,0,0
9121,0,3,0,1,2,0,3,0,0
9160,0,1,0,1,3,0,1,0,0
9195,0,1,0,1,4,0,1,0,0
9218,0,1,0,1,1,0,1,0,0
9221,0,1,0,1,3,0,1,0,0
9236,0,1,0,1,4,0,1,0,0
9246,1,0,1,0,2,1,0,0,0
9247,0,1,0,1,2,0,1,0,0
9267,0,1,0,1,3,0,1,0,0
9270,0,1,0,1,1,0,1,0,0
9280,0,1,0,1,4,0,1,0,0
9281,0,1,0,1,2,0,1,0,0
9295,0,1,0,1,5,0,1,0,0
9296,0,1,0,1,2,0,1,0,0
9302,1,0,1,0,6,1,0,0,0
9303,1,1,1,1,7,1,1,1,0
9305,0,1,0,1,6,0,1,0,0
9308,0,1,0,1,7,0,1,0,0
9322,0,1,0,1,9,0,1,0,0
9333,0,1,0,1,1,0,1,0,0
9339,0,1,0,1,3,0,1,0,0
9345,0,1,0,1,2,0,1,0,0
9357,1,0,1,0,6,1,0,0,0
9368,1,0,1,0,9,1,0,0,0
9378,0,1,0,1,2,0,1,0,0
9396,0,1,0,1,7,0,1,0,0
9415,0,1,0,1,5,0,1,0,0
9421,1,0,1,0,8,1,0,0,0
9424,0,1,0,1,2,0,1,0,0
9427,0,1,0,1,2,0,1,0,0
9450,0,1,0,1,2,0,1,0,0
9453,0,1,0,1,2,0,1,0,0
9454,0,1,0,1,6,0,1,0,0
9468,0,1,0,1,1,0,1,0,0
9479,0,1,0,1,7,0,1,0,0
9482,0,1,0,1,5,0,1,0,0
9490,1,0,1,0,1,1,0,0,0
9493,0,1,0,1,2,0,1,0,0
9503,0,2,0,1,3,0,2,0,1
9506,0,1,0,1,3,0,1,0,0
9510,0,1,0,1,2,0,1,0,0
9513,0,1,0,1,7,0,1,0,0
9521,0,1,0,1,5,0,1,0,0
9542,1,0,1,0,5,1,0,0,0
9574,0,1,0,1,6,0,1,0,0
9578,0,1,0,1,2,0,1,0,0
9586,0,1,0,1,1,0,1,0,0
9589,0,1,0,1,4,0,1,0,0
9624,0,2,0,1,5,0,2,0,0
9675,0,1,0,1,4,0,1,0,0
9680,0,1,0,1,1,0,1,0,0
9688,0,1,0,1,4,0,1,0,0
9690,0,1,0,1,6,0,1,0,0
9704,0,1,0,1,1,0,1,0,0
9711,1,0,1,0,3,1,0,0,0
9753,1,0,1,0,4,1,0,0,0
9791,0,1,0,1,6,0,1,0,0
9798,0,1,0,1,4,0,1,0,0
9800,0,1,0,1,1,0,1,0,0
9802,0,1,0,1,1,0,1,0,0
9840,0,1,0,1,5,0,1,0,0
9859,0,1,0,1,3,0,1,0,0
9892,0,1,0,1,4,0,1,0,0
9898,0,1,0,1,9,0,1,0,0
9903,2,0,1,0,4,2,0,0,0
9908,0,1,0,1,5,0,1,0,0
9914,0,1,0,1,3,0,1,0,0
9918,0,2,0,1,6,0,2,0,1
9935,0,1,0,1,6,0,1,0,0
9946,0,1,0,1,3,0,1,0,0
9949,0,1,0,1,3,0,1,0,0
9977,0,1,0,1,9,0,1,0,0
9981,0,1,0,1,1,0,1,0,0
9982,0,1,0,1,7,0,1,0,0
9986,0,1,0,1,6,0,1,0,0
10007,0,1,0,1,5,0,1,0,0
10012,0,1,0,1,2,0,1,0,0
10018,1,0,1,0,6,1,0,0,0
10021,0,1,0,1,5,0,1,0,0
10024,0,1,0,1,2,0,1,0,0
10025,0,1,0,1,2,0,1,0,0
10036,1,0,1,0,8,1,0,0,0
10043,0,1,0,1,4,0,1,0,0
10044,1,0,1,0,5,1,0,0,0
10047,0,1,0,1,6,0,1,0,0
10057,0,1,0,1,5,0,1,0,0
10068,1,2,1,1,4,1,2,1,1
10073,0,1,0,1,2,0,1,0,0
10074,0,1,0,1,6,0,1,0,0
10079,0,3,0,1,7,0,3,0,2
10089,0,1,0,1,5,0,1,0,0
10094,0,1,0,1,5,0,1,0,0
10102,0,1,0,1,7,0,1,0,0
10103,0,1,0,1,9,0,1,0,0
10117,1,0,1,0,1,1,0,0,0
10130,1,1,1,1,2,1,1,0,0
10131,0,1,0,1,2,0,1,0,0
10136,1,0,1,0,4,1,0,0,0
10144,0,1,0,1,7,0,1,0,0
10152,0,1,0,1,7,0,1,0,0
10153,0,2,0,1,3,0,2,0,0
10155,0,1,0,1,5,0,1,0,0
10156,0,1,0,1,4,0,1,0,0
10161,0,1,0,1,2,0,1,0,0
10175,1,0,1,0,4,1,0,0,0
10183,1,0,1,0,9,1,0,0,0
10188,1,0,1,0,2,1,0,0,0
10189,1,0,1,0,9,1,0,0,0
10192,0,1,0,1,6,0,1,0,0
10193,0,1,0,1,1,0,1,0,0
10194,1,0,1,0,4,1,0,0,0
10200,0,1,0,1,9,0,1,0,0
10205,0,1,0,1,4,0,1,0,0
10214,0,1,0,1,4,0,1,0,0
10246,0,1,0,1,3,0,1,0,0
10252,0,1,0,1,5,0,1,0,0
10255,0,1,0,1,3,0,1,0,0
10276,0,1,0,1,9,0,1,0,0
10285,1,0,1,0,7,1,0,0,0
10287,0,1,0,1,4,0,1,0,0
10291,0,1,0,1,6,0,1,0,0
10296,0,1,0,1,4,0,1,0,0
10302,0,1,0,1,4,0,1,0,0
10321,0,1,0,1,7,0,1,0,0
10322,0,1,0,1,6,0,1,0,0
10326,0,1,0,1,2,0,1,0,0
10329,1,1,1,1,1,1,1,0,0
10340,0,1,0,1,4,0,1,0,0
10346,0,1,0,1,6,0,1,0,0
10358,0,1,0,1,4,0,1,0,0
10367,1,0,1,0,7,1,0,0,0
10370,0,1,0,1,2,0,1,0,0
10379,1,1,1,1,1,1,1,0,0
10385,0,1,0,1,9,0,1,0,0
10399,0,1,0,1,3,0,1,0,0
10417,0,1,0,1,2,0,1,0,0
10427,0,1,0,1,2,0,1,0,0
10441,0,1,0,1,2,0,1,0,0
10446,1,0,1,0,3,1,0,0,0
10448,0,1,0,1,8,0,1,0,0
10450,1,0,1,0,3,1,0,0,0
10462,0,1,0,1,1,0,1,0,0
10471,0,1,0,1,4,0,1,0,0
10472,0,1,0,1,7,0,1,0,0
10486,0,1,0,1,4,0,1,0,0
10496,0,1,0,1,6,0,1,0,0
10500,0,1,0,1,1,0,1,0,0
10507,0,1,0,1,5,0,1,0,0
10517,1,0,1,0,2,1,0,0,0
10518,1,0,1,0,2,1,0,0,0
10519,0,1,0,1,7,0,1,0,0
10522,0,1,0,1,3,0,1,0,0
10525,0,1,0,1,3,0,1,0,0
10541,0,1,0,1,5,0,1,0,0
10547,0,1,0,1,4,0,1,0,0
10560,0,1,0,1,1,0,1,0,0
10572,0,1,0,1,9,0,1,0,0
10574,0,1,0,1,5,0,1,0,0
10598,0,1,0,1,8,0,1,0,0
10600,0,2,0,1,7,0,2,0,1
10606,0,1,0,1,1,0,1,0,0
10610,0,1,0,1,1,0,1,0,0
10615,0,1,0,1,6,0,1,0,0
10639,0,1,0,1,5,0,1,0,0
10651,0,1,0,1,7,0,1,0,0
10671,0,1,0,1,1,0,1,0,0
10699,0,1,0,1,1,0,1,0,0
10721,0,1,0,1,4,0,1,0,0
10725,0,1,0,1,1,0,1,0,0
10726,0,1,0,1,8,0,1,0,0
10728,1,0,1,0,4,1,0,0,0
10729,1,1,1,1,8,1,1,1,0
10732,0,1,0,1,2,0,1,0,0
10741,0,1,0,1,7,0,1,0,0
10765,0,1,0,1,9,0,1,0,0
10781,0,1,0,1,2,0,1,0,0
10783,0,1,0,1,3,0,1,0,0
10784,1,0,1,0,5,1,0,0,0
10799,0,1,0,1,3,0,1,0,0
10803,0,1,0,1,6,0,1,0,0
10816,0,1,0,1,9,0,1,0,0
10817,1,0,1,0,3,1,0,0,0
10823,0,2,0,1,3,0,2,0,1
10826,1,0,1,0,5,1,0,0,0
10833,1,0,1,0,9,1,0,0,0
10837,0,1,0,1,1,0,1,0,0
10841,0,1,0,1,2,0,1,0,0
10853,0,1,0,1,7,0,1,0,0
10859,0,1,0,1,8,0,1,0,0
10867,0,1,0,1,6,0,1,0,0
10887,1,0,1,0,6,1,0,0,0
10888,0,1,0,1,4,0,1,0,0
10895,0,1,0,1,2,0,1,0,0
10926,0,1,0,1,7,0,1,0,0
10945,0,1,0,1,5,0,1,0,0
10949,1,0,1,0,9,1,0,0,0
10951,0,1,0,1,1,0,1,0,0
10958,0,1,0,1,7,0,1,0,0
10960,0,1,0,1,3,0,1,0,0
10983,0,1,0,1,5,0,1,0,0
10984,0,1,0,1,5,0,1,0,0
10994,0,1,0,1,6,0,1,0,0
10998,0,1,0,1,5,0,1,0,0
11000,0,1,0,1,8,0,1,0,0
11001,1,0,1,0,3,1,0,0,0
11019,0,1,0,1,3,0,1,0,0
11031,0,1,0,1,4,0,1,0,0
11032,0,1,0,1,3,0,1,0,0
11040,0,1,0,1,4,0,1,0,0
11053,0,1,0,1,6,0,1,0,0
11075,1,1,1,1,1,1,1,0,0
11077,0,2,0,1,5,0,2,0,1
11084,1,0,1,0,5,1,0,0,0
11093,0,1,0,1,1,0,1,0,0
11111,0,1,0,1,2,0,1,0,0
11113,0,2,0,1,8,0,2,0,1
11117,0,1,0,1,9,0,1,0,0
11119,1,0,1,0,3,1,0,0,0
11123,0,1,0,1,1,0,1,0,0
11126,0,1,0,1,2,0,1,0,0
11131,0,1,0,1,3,0,1,0,0
11142,0,1,0,1,1,0,1,0,0
11143,0,1,0,1,9,0,1,0,0
11156,0,1,0,1,2,0,1,0,0
11157,0,1,0,1,2,0,1,0,0
11159,1,1,1,1,3,1,1,0,1
11193,0,1,0,1,2,0,1,0,0
11194,0,1,0,1,8,0,1,0,0
11207,0,1,0,1,5,0,1,0,0
11210,0,1,0,1,6,0,1,0,0
11244,0,1,0,1,3,0,1,0,0
11254,0,1,0,1,7,0,1,0,0
11267,1,0,1,0,4,1,0,0,0
11272,1,0,1,0,7,1,0,0,0
11297,0,1,0,1,2,0,1,0,0
11300,0,1,0,1,2,0,1,0,0
11307,0,1,0,1,5,0,1,0,0
11311,0,1,0,1,7,0,1,0,0
11318,0,1,0,1,8,0,1,0,0
11326,0,1,0,1,1,0,1,0,0
11328,0,1,0,1,1,0,1,0,0
11339,0,1,0,1,1,0,1,0,0
11396,0,1,0,1,7,0,1,0,0
11400,0,2,0,1,6,0,2,0,1
11402,0,1,0,1,3,0,1,0,0
11404,0,1,0,1,6,0,1,0,0
11417,1,0,1,0,6,1,0,0,0
11425,1,0,1,0,3,1,0,0,0
11429,0,1,0,1,7,0,1,0,0
11431,0,1,0,1,1,0,1,0,0
11437,1,0,1,0,3,1,0,0,0
11450,0,1,0,1,6,0,1,0,0
11470,0,2,0,1,6,0,2,0,1
11474,0,1,0,1,7,0,1,0,0
11477,0,1,0,1,9,0,1,0,0
11482,0,1,0,1,3,0,1,0,0
11489,1,0,1,0,6,1,0,0,0
11490,0,1,0,1,3,0,1,0,0
11491,0,1,0,1,7,0,1,0,0
11494,0,1,0,1,2,0,1,0,0
11496,0,1,0,1,7,0,1,0,0
11515,0,1,0,1,8,0,1,0,0
11519,1,0,1,0,2,1,0,0,0
11537,0,1,0,1,3,0,1,0,0
11539,1,0,1,0,9,1,0,0,0
11540,1,0,1,0,5,1,0,0,0
11542,1,0,1,0,3,1,0,0,0
11554,0,1,0,1,1,0,1,0,0
11558,0,4,0,1,4,0,4,0,2
11560,1,0,1,0,9,1,0,0,0
11563,0,1,0,1,3,0,1,0,0
11603,1,0,1,0,9,1,0,0,0
11611,0,1,0,1,6,0,1,0,0
11613,1,0,1,0,1,1,0,0,0
11618,0,1,0,1,1,0,1,0,0
11624,1,0,1,0,8,1,0,0,0
11637,0,1,0,1,5,0,1,0,0
11651,0,1,0,1,8,0,1,0,0
11659,1,0,1,0,9,1,0,0,0
11660,0,1,0,1,9,0,1,0,0
11663,1,0,1,0,4,1,0,0,0
11664,0,1,0,1,3,0,1,0,0
11676,0,1,0,1,3,0,1,0,0
11677,0,1,0,1,5,0,1,0,0
11680,0,1,0,1,5,0,1,0,0
11701,1,1,1,1,2,1,1,0,0
11720,0,1,0,1,4,0,1,0,0
11732,0,1,0,1,6,0,1,0,0
11735,0,3,0,1,7,0,3,0,2
11736,1,0,1,0,4,1,0,0,0
11748,0,1,0,1,1,0,1,0,0
11752,0,1,0,1,6,0,1,0,0
11763,0,1,0,1,1,0,1,0,0
11768,0,2,0,1,8,0,2,0,1
11769,0,1,0,1,6,0,1,0,0
11777,0,1,0,1,2,0,1,0,0
11779,0,1,0,1,3,0,1,0,0
11796,1,0,1,0,6,1,0,0,0
11808,1,0,1,0,4,1,0,0,0
11816,0,1,0,1,4,0,1,0,0
11817,0,1,0,1,6,0,1,0,0
11821,0,1,0,1,9,0,1,0,0
11830,2,0,1,0,7,2,0,0,0
11838,0,1,0,1,3,0,1,0,0
11842,0,1,0,1,8,0,1,0,0
11845,1,0,1,0,1,1,0,0,0
11853,1,0,1,0,8,1,0,0,0
11858,1,0,1,0,2,1,0,0,0
11875,0,1,0,1,6,0,1,0,0
11890,0,1,0,1,1,0,1,0,0
11900,0,1,0,1,3,0,1,0,0
11907,0,1,0,1,6,0,1,0,0
11917,0,1,0,1,2,0,1,0,0
11919,0,1,0,1,7,0,1,0,0
11944,2,0,1,0,7,2,0,0,0
11946,1,0,1,0,5,1,0,0,0
11966,1,0,1,0,2,1,0,0,0
11973,0,1,0,1,2,0,1,0,0
11974,0,1,0,1,5,0,1,0,0
11978,1,0,1,0,2,1,0,0,0
11991,0,1,0,1,1,0,1,0,0
11998,0,1,0,1,6,0,1,0,0
12015,0,1,0,1,4,0,1,0,0
12016,0,1,0,1,9,0,1,0,0
12026,0,1,0,1,4,0,1,0,0
12031,1,0,1,0,5,1,0,0,0
12037,0,1,0,1,8,0,1,0,0
12046,0,1,0,1,5,0,1,0,0
12055,0,1,0,1,3,0,1,0,0
12070,1,0,1,0,2,1,0,0,0
12082,1,0,1,0,2,1,0,0,0
12088,1,0,1,0,8,1,0,0,0
12097,0,1,0,1,4,0,1,0,0
12103,1,0,1,0,6,1,0,0,0
12106,0,1,0,1,3,0,1,0,0
12110,0,2,0,1,5,0,2,0,1
12111,0,1,0,1,4,0,1,0,0
12124,0,1,0,1,3,0,1,0,0
12147,0,1,0,1,5,0,1,0,0
12152,0,1,0,1,5,0,1,0,0
12161,0,1,0,1,4,0,1,0,0
12168,0,1,0,1,7,0,1,0,0
12213,0,2,0,1,8,0,2,0,1
12238,0,1,0,1,1,0,1,0,0
12240,0,1,0,1,5,0,1,0,0
12254,0,1,0,1,6,0,1,0,0
12315,0,2,0,1,8,0,2,0,1
12319,1,0,1,0,1,1,0,0,0
12325,0,1,0,1,6,0,1,0,0
12334,0,1,0,1,2,0,1,0,0
12352,0,1,0,1,5,0,1,0,0
12358,0,1,0,1,1,0,1,0,0
12364,0,1,0,1,3,0,1,0,0
12365,0,1,0,1,6,0,1,0,0
12366,0,1,0,1,5,0,1,0,0
12367,0,1,0,1,1,0,1,0,0
12368,0,1,0,1,5,0,1,0,0
12373,1,0,1,0,3,1,0,0,0
12385,0,1,0,1,1,0,1,0,0
12389,1,0,1,0,8,1,0,0,0
12399,0,1,0,1,5,0,1,0,0
12400,0,1,0,1,2,0,1,0,0
12403,0,1,0,1,7,0,1,0,0
12408,0,1,0,1,5,0,1,0,0
12422,0,1,0,1,2,0,1,0,0
12426,0,1,0,1,2,0,1,0,0
12436,0,1,0,1,6,0,1,0,0
12455,0,1,0,1,6,0,1,0,0
12488,0,1,0,1,1,0,1,0,0
12489,0,1,0,1,2,0,1,0,0
12511,0,1,0,1,3,0,1,0,0
12512,0,1,0,1,1,0,1,0,0
12521,0,1,0,1,3,0,1,0,0
12530,0,3,0,1,9,0,3,0,2
12532,0,1,0,1,7,0,1,0,0
12536,0,1,0,1,2,0,1,0,0
12540,0,1,0,1,6,0,1,0,0
12543,0,1,0,1,3,0,1,0,0
12567,0,2,0,1,2,0,2,0,1
12574,0,1,0,1,6,0,1,0,0
12576,0,1,0,1,5,0,1,0,0
